title,author,condition,price
The Complete Illustrated Works of William Shakespeare,by William Shakespeare,Very Good,£11.80
Captain Blood,by Rafael Sabatini,Good,£15.10
Trois courageux petits gorilles,by Michel van Zeveren,Very Good,£3.50
Journey by Moonlight,by Antal Szerb,Very Good,£7.40
LA Peau De Chagrin,by Honore de Balzac,Very Good,£3.50
The Mayor of Casterbridge,by Thomas Hardy,Very Good,£3.50
The Adventures of Sylvia Scarlett,by Compton Mackenzie,Very Good,£5.30
La guerre des boutons,by Louis Pergaud,Very Good,£6.80
Les trois ours,by Byron Barton,Very Good,£5.95
Germinal,by Emile Zola,Very Good,£5.99
Ida Brandt,by Hermann Bang,Very Good,£3.80
A Christmas Carol (Film Tie-in),by Charles Dickens,Well Read,£3.49
Le tour du monde en 80 jours,by Jules Verne,Very Good,£3.90
New Grub Street,by George Gissing,Very Good,£3.49
Tale of Two Cities (Barnes & Noble Signature Edition),by Charles Dickens,Very Good,£4.99
The Story of the Other Wise Man,by Henry Van Dyke,Well Read,£3.49
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
L'herbe des nuits,by Patrick Modiano,Very Good,£3.70
The Real Charlotte,by E.OE. Somerville,Well Read,£3.60
La tempete,by Rene Barjavel,Very Good,£3.49
A Riot of Goldfish,by Kanoko Okamoto,Very Good,£8.99
The Chimes,by Charles Dickens,Very Good,£7.99
L'Utopie,by Saint Thomas More,Very Good,£3.49
Treasure Island,by Robert Louis Stevenson,Very Good,£3.49
Cargo of Eagles,by Margery Allingham,Very Good,£14.99
A Tale of Two Cities,by Charles Dickens,Very Good,£9.00
Hard Times,by Charles Dickens,Well Read,£3.80
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Gilgamesh,by Anonyme,Very Good,£3.49
Three Drops of Blood,by Sadegh Hedayat,Good,£7.99
The Pickwick Papers,by Charles Dickens,Good,£3.60
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Well Read,£3.49
The Blood Of Flowers,by Anita Amirrezvani,Very Good,£3.90
The Man in the Iron Mask,by Alexandre Dumas,Very Good,£3.50
The Song of the Lark,by Willa Cather,Very Good,£7.10
Tarzan of the Apes,by Edgar Rice Burroughs,Very Good,£3.49
The Heart of Midlothian,by Sir Walter Scott,Well Read,£3.49
"Right Ho, Jeeves",by P.G. Wodehouse,Very Good,£6.50
L'education sentimentale,by Gustave Flaubert,Very Good,£4.80
Dubrovsky,by Aleksandr Sergeevich Pushkin,Very Good,£4.80
The Bostonians,by Henry James,Very Good,£3.49
The Beautiful And The Damned,by F. Scott Fitzgerald,Well Read,£4.30
Petersburg,by Andrei Bely,Very Good,£9.00
A Christmas Carol,by Charles Dickens,Very Good,£9.19
The Mayor of Casterbridge,by Thomas Hardy,Very Good,£7.50
Handy Andy: A Tale of Irish Life,by Samuel Lover,Very Good,£3.80
The Canterbury Tales,by Geoffrey Chaucer,Very Good,£13.99
Nicholas Nickleby,by Charles Dickens,Very Good,£24.99
Oeuvres & Themes,by Alexandre Dumas,Very Good,£4.90
"Les revoltes de la Bounty, suivi d'Une ile de Lord Byron",by Jules Verne,Very Good,£3.49
Le coeur et la raison,by Jane Austen,Very Good,£4.30
"Un bebe, dans le ventre de maman?",by Stephanie Blake,Very Good,£5.95
Les albums de Martine,by Jenny Valentine,Very Good,£3.90
Nana,by Emile Zola,Very Good,£6.99
Speechless,by Jessie Lewis,Very Good,£10.00
Rebellion chez les crayons,by Drew Daywalt,Very Good,£5.95
Les albums de Martine,by Louis-Jean Calvet,Very Good,£3.90
Les albums de Martine,by Tony Cartano,Very Good,£3.49
El conde Lucanor,by Don Juan Manuel,Very Good,£10.75
"Femme, reveille-toi !",by Olympe de Gouges,Very Good,£3.49
The Edwardians,by Vita Sackville-West,Very Good,£6.90
The Warden,by Anthony Trollope,Like New,£5.60
Dombey and Son,by Charles Dickens,Like New,£4.50
The Human Factor,by Graham Greene,Well Read,£8.10
Madame Bovary,by Gustave Flaubert,Very Good,£5.80
Martin Chuzzlewit,by Charles Dickens,Very Good,£3.49
Captains Courageous,by Rudyard Kipling,Very Good,£3.49
Jude the Obscure,by Thomas Hardy,Very Good,£3.49
The Time Machine,by H G Wells,Very Good,£8.90
The Hound And The Falcon,by Antonia White,Very Good,£6.30
The Mayor of Casterbridge,by Thomas Hardy,Very Good,£3.49
Whom God Hath Joined,by Arnold Bennett,Well Read,£3.80
Rhinoceros et deux autres nouvelles,by Eugene Ionesco,Very Good,£4.80
Little Women,by Louisa May Alcott,Very Good,£6.90
La fete de la tomate,by Satomi Ichikawa,Very Good,£4.80
Washington Square,by Henry James,Very Good,£4.60
Confessions of a Justified Sinner,by James Hogg,Very Good,£4.99
The Scarlet Letter,by Nathaniel Hawthorne,Well Read,£3.49
Jacques le fataliste,by Denis Diderot,Very Good,£4.50
A Little Princess,by Frances Hodgson Burnett,Very Good,£3.49
Pudd'nhead Wilson,by Mark Twain,Very Good,£3.49
The Red Badge of Courage & The Veteran,by Stephen Crane,Very Good,£3.49
Emma,by Jane Austen,Very Good,£3.80
Heart of Darkness,by Joseph Conrad,Very Good,£13.10
Le soleil se leve aussi,by Ernest Hemingway,Very Good,£5.30
Filostrato,by Giovanni Boccaccio,Very Good,£3.49
Bel-ami,by Guy de Maupassant,Very Good,£4.80
The Flower Garden,by Jane Cox,Very Good,£8.00
Le message,by Andree Chedid,Very Good,£3.49
Le bal,by Irene Nemirovsky,Very Good,£3.49
The Bronte BBC Radio Drama Collection,by Charlotte Bronte,Very Good,£35.00
Poemes saturniens,by Paul Verlaine,Very Good,£4.30
Moll Flanders,by Daniel Defoe,Very Good,£5.70
Manon Lescaut,by L'abbe Prevost,Very Good,£3.50
Barchester Towers,by Anthony Trollope,Very Good,£3.49
L'enfant qui parlait aux animaux,by Roald Dahl,Very Good,£5.50
Collected Novels of Thomas Hardy,by Thomas Hardy,Good,£6.60
South Africa,by Anthony Trollope,Very Good,£3.49
A Lost Lady of Old Years,by John Buchan,Very Good,£5.80
The Decline and Fall of the Roman Empire,by Edward Gibbon,Very Good,£5.60
Tess of the Durbervilles,by Thomas Hardy,Very Good,£3.99
"Vent D'Est, Vent D'Ouest",by Pearl Buck,Very Good,£4.30
Far from the Madding Crowd,by Thomas Hardy,Good,£3.50
Les albums de Martine,by Oscar Wilde,Very Good,£3.90
The Wind in the Willows,by Kenneth Grahame,Very Good,£3.49
Satyrica,by Petronius Arbiter,Very Good,£4.80
Cranford,by Elizabeth Cleghorn Gaskell,Good,£3.49
Three Men in a Boat (to Say Nothing of the Dog),by Jerome Jerome,Good,£3.49
Dracula,by Bram Stoker,Very Good,£5.99
Tess of the D'Urbervilles,by Thomas Hardy,Very Good,£3.49
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Phineas Redux,by Anthony Trollope,Very Good,£3.60
The Portable Thomas Hardy,by Thomas Hardy,Good,£3.49
Essais,by Michel de Montaigne,Very Good,£3.90
White Fang,by Jack London,Good,£4.20
Martin Chuzzlewit,by Charles Dickens,Very Good,£3.49
Madame Bovary,by Gustave Flaubert,Very Good,£4.80
La nuit du renard,by Mary Higgins Clark,Very Good,£3.49
Cranford,by Elizabeth Cleghorn Gaskell,Very Good,£3.49
Vanity Fair,by William Makepeace Thackeray,Very Good,£4.80
Can You Forgive Her?,by Anthony Trollope,Very Good,£3.49
Autumn and Winter Sonatas,by Ramon del Valle-Inclan,Very Good,£7.99
The Portrait Of A Lady,by Henry James,Very Good,£6.30
Prince & The Pauper,by Mark Twain,Very Good,£3.49
Lord Arthur Savile's Crime,by Oscar Wilde,Good,£3.49
La dame de pique suivi de Recits de feu Ivan Petrovitch Belkine,by Alexandre Pouchkine,Very Good,£4.40
Tales and Legends of the Irish Peasantry,by William Carleton,Very Good,£4.50
Uncle Silas: A Tale of Bartram-Haugh,by Joseph Sheridan Le Fanu,Very Good,£4.20
Two on a Tower,by Thomas Hardy,Very Good,£3.49
A Shot in the Dark,by Saki,Very Good,£3.49
The Complete Short Fiction,by Oscar Wilde,Very Good,£3.50
The Trial,by Franz Kafka,Very Good,£3.90
The Small House at Allington,by Anthony Trollope,Very Good,£3.50
Jude the Obscure,by Thomas Hardy,Very Good,£3.49
Abbe Mouret's Transgression,by Emile Zola,Very Good,£4.99
Pemberley Manor,by Kathryn L Nelson,Good,£3.49
Gulliver's Travels,by Jonathan Swift,Very Good,£5.30
Catch-22,by Joseph L Heller,Very Good,£6.90
The Fixer,by Bernard Malamud,Very Good,£7.00
Mansfield Park,by Jane Austen,Very Good,£3.49
The Flower Beneath the Foot,by Ronald Firbank,Well Read,£3.49
Pride and Prejudice,by Jane Austen,Very Good,£3.50
The Kill,by Emile Zola,Good,£5.00
Jane Eyre,by Charlotte Bronte,Very Good,£4.80
Indiana,by George Sand,Well Read,£4.20
The Ghost-seer,by Friedrich Schiller,Very Good,£7.99
Puck of Pook's Hill,by Rudyard Kipling,Very Good,£3.49
The Scarlet Pimpernel,by Baroness Emmuska Orczy,Very Good,£3.50
Armadale,by Wilkie Collins,Good,£4.60
The Annals of the Parish,by John Galt,Good,£3.49
Short Stories from the Nineteenth Century,by David Stuart Davies,Very Good,£3.49
Ursule Mirouet,by Honore de Balzac,Well Read,£3.60
Bleak House,by Charles Dickens,Very Good,£10.99
Belchamber,by Howard Sturgis,Very Good,£3.49
The History of England,by Jane Austen,Very Good,£4.10
Le diable et le bon Dieu,by Jean-Paul Sartre,Very Good,£4.30
Candide And Other Stories,by Voltaire,Very Good,£9.00
Persuasion,by Jane Austen,Very Good,£3.50
Mysterious Erotic Tales,by Ruth Rendell,Very Good,£4.50
Diary of a Provincial Lady,by E. M. Delafield,Very Good,£3.80
Uncle Tom's Cabin,by Harriet Beecher Stowe,Very Good,£3.49
Wessex Tales,by Thomas Hardy,Good,£3.49
Trilby,by George Du Maurier,Very Good,£3.50
Roderick Hudson,by Henry James,Very Good,£6.20
The Ambassadors,by Henry James,Very Good,£3.50
By the Open Sea,by August Strindberg,Very Good,£4.20
Great Expectations,by Charles Dickens,Very Good,£3.90
Frankenstein,by Mary Wollstonecraft Shelley,Very Good,£4.80
The Quiet American (Movie Tie-In),by Graham Greene,Very Good,£7.20
Angel,by Elizabeth Taylor,Very Good,£5.30
The Heir of Redclyffe,by Charlotte M. Yonge,Very Good,£3.49
Sybil,by Benjamin Disraeli,Very Good,£4.30
The Mysteries of Udolpho,by Ann Radcliffe,Very Good,£3.50
Marius,by Pagnol,Very Good,£3.50
Redgauntlet,by Sir Walter Scott,Very Good,£4.80
Oblomov,by I. A. Goncharov,Very Good,£5.30
Deux ans de vacances,by Jules Verne,Very Good,£5.00
The Death of the Heart,by Elizabeth Bowen,Very Good,£3.49
MY DEAREST MOUSE,by David Gooderson,Very Good,£5.30
The Eighth Passenger,by Miles Tripp,Very Good,£4.99
Bruges-la-morte,by Georges Rodenbach,Very Good,£6.20
The Yellow Wall-Paper and Other Stories,by Charlotte Perkins Gilman,Good,£3.50
Les Chouans,by Honore de Balzac,Very Good,£4.30
La Cousine Bette,by Honore de Balzac,Very Good,£3.50
Where Angels Fear to Tread,by E.M. Forster,Very Good,£8.10
Toyboy Diaries: L,by Wendy Salisbury,Very Good,£6.90
The Touchstone,by Edith Wharton,Very Good,£3.50
The Happy Return,by C.S. Forester,Very Good,£7.70
Walden,by Henry David Thoreau,Very Good,£7.10
Trois Contes,by Gustave Flaubert,Very Good,£3.49
L' Education Sentimentale,by Gustave Flaubert,Very Good,£3.50
Cousin Bette,by Honore De Balzac,Very Good,£6.90
"Trials and Tribulations. A Berlin Novel (Irrungen, Wirrungen)",by Theodor Fontane,New,£16.29
Evelina (Royal Collector's Edition) (Case Laminate Hardcover with Jacket),by Frances Burney,New,£36.29
"The Black Monk; Or, the Secret of the Grey Turret (Valancourt Classics)",by James Malcolm Rymer,New,£23.89
Ulysses,by James Joyce,New,£26.29
Strait Is the Gate (La Porte Etroite),by Andre Gide,New,£12.89
Pierre and Jean,by Guy De Maupassant,New,£12.69
Hills and the Sea,by Hilaire Belloc,New,£11.39
The Tarzan Twins,by Edgar Rice Burroughs,New,£10.29
Beware of Pity,by Stefan Zweig,New,£11.99
The Fateful Adventures of the Good Soldier Svejk During the World War,by Jaroslav Hasek,New,£16.49
The Daughter of Time,by Josephine Tey,New,£10.09
English as She Is Spoke,by Jose De Fonseca,New,£14.19
The Life of the Fields,by Richard Jefferies,New,£12.39
Foveaux,by Kylie Tennant,New,£15.49
Daisy - Princess Of Pless,by Daisy,New,£28.79
Persuasion,by Jane Austen,New,£21.39
Little Lord,by Johan Borgen,New,£12.59
Under the Pear Tree,by Theodor Fontane,New,£14.39
The Journey to the East,by Hermann Hesse,New,£19.69
Kicked Out With A Cold Shovel,by Peter Brandvold,New,£17.49
The Fateful Adventures of the Good Soldier Svejk During the World War,by Jaroslav Hasek,New,£14.69
Lord Jim,by Joseph Conrad,New,£100.89
The Greatest Short Stories of Leo Tolstoy,by Leo Tolstoy,New,£25.29
The Castles of Athlin and Dunbayne,by Ann Radcliffe,New,£5.49
The Awakening,by Kate Chopin,New,£7.19
Moby Dick (Deluxe Library Edition),by Herman Melville,New,£30.69
Hadji Murad and other stories (riverrun editions),by Leo Tolstoy,New,£10.09
Grey Wethers,by V Sackville-West,New,£12.39
The Adventures of Huckleberry Finn,by Mark Twain,New,£8.79
The Forgotten Gothic,by Katherine D Harris,New,£24.39
"Alles, was wir geben mussten",by Kazuo Ishiguro,New,£13.49
Mrs. Halliburton's Troubles,by Mrs. Henry Wood,New,£15.79
Prophecies,by Leonardo da Vinci,New,£7.19
Madita,by Astrid Lindgren,New,£16.09
Leadon Hill,by Richmal Crompton,New,£23.09
"Winesburg, Ohio",by Sherwood Anderson,New,£20.69
Die Verwandlung,by Franz Kafka,New,£6.69
The Last Gentleman,by Walker Percy,New,£13.99
Chaucer's Canterbury Tales in Easy Reading Verse,by Richard Cuddington,New,£10.89
Frost at Morning,by Richmal Crompton,New,£24.19
The Vampire's Bride,by Brionna Paige McClendon,New,£12.89
The Crystal Stopper,by Maurice LeBlanc,New,£16.09
The Mysteries of Udolpho - Illustrated,by Ann Ward Radcliffe,New,£33.09
Don Quixote,by Miguel De Cervantes,New,£11.79
La Luna e i Falo',by Cesare Pavese,New,£7.39
The Brothers Karamazov,by Fyodor Dostoevsky,New,£40.19
Poor Folk - the Gambler,by FYODOR DOSTOEVSKY,New,£18.69
The Complete Short Stories with Hercule Poirotvol 4,by Agatha Christie,New,£17.49
The Complete Prose Works of Walt Whitman,by Walt Whitman,New,£29.19
A Book About Lawyers,by John Cordy Jeaffreson,New,£32.09
Hope,by Vane Nikoloski,New,£8.49
Camera Obscura,by Hildebrand,New,£19.39
The Begum's Fortune,by Jules Verne,New,£11.99
The Water-Babies,by Charles Kingsley,New,£7.79
Die Brucke uber die Drina,by Ivo Andric,New,£13.29
The Night Side of Nature,by Catherine Crowe,New,£15.29
"The Collected Fiction of Katherine Mansfield, 1898-1915",by Katherine Mansfield,New,£67.49
&#1357;&#1377;&#1405;&#1400;&#1410;&#1398;&#1409;&#1387; &#1332;&#1377;&#1406;&#1387;&#1385;,by &1348&1377&1398&1400&1410&1391 &1329&1378&1381&1394&1397&1377&1398,New,£31.89
Heart of Darkness and Other Works,by Joseph Conrad,New,£17.19
The Survivors Of The Chancellor,by Jules Verne,New,£12.59
Shock and Awe,by Harlan K Ullman,New,£25.19
The Murderer,by Somdatta Mandal,New,£11.89
The Three Musketeers,by Alexandre Dumas,New,£16.49
Mrs Dalloway,by Virginia Woolf,New,£8.59
Je commence a lire avec Martine,by Gilbert Delahaye,New,£7.69
Saragossa,by Benito Prez Galds,New,£7.59
The Life and Death of Hangman Thomas,by Konstantinos Theotokis,New,£11.49
'The Vicar's Garden' and Other Stories,by D. H. Lawrence,New,£122.19
"The Nose by Nikolai Gogol, Classics, Literary",by Nikolai Vasil'evich Gogol,New,£16.89
The Sleeper Awakes,by H G Wells,New,£18.59
The Beatitudes,by Thomas Watson,New,£14.79
Das Fraulein von Scuderi,,New,£8.09
Les Chars d'Assaut A Juvincourt,by Thomas-G,New,£10.69
Censored by Confucius,by Yuan Mei,New,£159.49
A Dash of Darcy and Companions Cottage Collection 1,by Leenie Brown,New,£26.99
The Way We Live Now (Complete),by Anthony Trollope,New,£32.09
A Vanished Hand,by Sarah Doudney,New,£40.79
The Brass Bottle,by Thomas Anstey Guthrie,New,£11.49
Mammon and Co.,by E F Benson,New,£50.49
Tom Jones,by Henry Fielding,New,£9.49
Exquisite Aberrations,by Laurie Moran,New,£28.59
The Nine Unknown,by Talbot Mundy,New,£8.39
Frankenstein,by Mary Shelley,New,£7.59
Between The Acts,by Virginia Woolf,New,£10.69
A Holiday in Bed and other Sketches.,by James Matthew Barrie,New,£33.99
Silas Marner,by George Eliot,New,£9.29
Kalindi Brahmankanya,by Shridhar Vyankatesh Ketkar,New,£18.99
The Adventure of the Dying Detective and Other Stories,by Sir Arthur Conan Doyle,New,£24.09
Come Out of the Kitchen! A Romance,by Alice Duer Miller,New,£24.09
A ROOM OF ONE'S OWN,by Virginia Woolf,New,£12.99
1811-1812 How It All Began,by Deborah E Pearson,New,£11.59
The Bacchae,by Euripides,New,£12.99
David Copperfield,by Dickens,New,£41.79
Der Silbergarten / Der Stein des Pietro,by Frances Kulpe,New,£21.29
Dolly Biters - The Vampire Girls of Victorian London,by Paul Voodini,New,£20.29
She Stoops to Conquer,by Oliver Goldsmith,New,£12.99
"Christology Of The Old Testament, And A Commentary On The Messianic Predictions; Volume 3",by Ernst Wilhelm Hengstenberg,New,£32.99
The Pillars of Society,by Anonymous,New,£14.49
The Story of a bad Boy,by A B 1851-1928 Frost,New,£20.39
Black Forest Village Stories,by Berthold Auerbach,New,£21.39
The Story of a bad Boy,by A B 1851-1928 Frost,New,£28.19
"The Works of Alexander Pope, Esq",by Alexander Pope,New,£22.29
Flavie,by George Sand,New,£17.49
The Murder of Delicia,by Marie Corelli,New,£20.39
Life's Handicap,by Rudyard Kipling,New,£17.49
The Murder of Delicia,by Marie Corelli,New,£28.19
Life's Handicap,by Rudyard Kipling,New,£27.19
De L'influence des Passions sur le Bonheur des Individus et des Nations,by Stael (Anne-Louise-Germaine),New,£20.39
The Mind of the Artist,by Cicely Margaret Powell Binyon,New,£14.49
Ruth Fielding of the Red Mill,by Alice B Emerson,New,£14.49
Droll Stories; Volume 2,by Honore de Balzac,New,£15.49
Tommy and Grizel,by J M Barrie,New,£21.39
Prince Eugene and His Times,by Luise Muhlbach,New,£35.99
The Cathedral Church of Peterborough,by W D Sweeting,New,£25.19
A Journey to the Interior of the Earth,by Jules Verne,New,£28.19
The Mind of the Artist,by Cicely Margaret Powell Binyon,New,£25.19
Tommy and Grizel,by J M Barrie,New,£29.19
Un Matrimonio In Provincia,by Colombi (Marchesa),New,£14.49
The Works Of Charles Dickens ...,by Charles Dickens,New,£34.99
Les Caracteres De La Bruyere...,by Jean de La-Bruyere,New,£17.49
El Suspiro Del Moro,by Emilio Castelar Y Ripoli,New,£22.29
Les Amours De Psyche Et De Cupidon...,by Jean de la Fontaine,New,£27.19
El Suspiro Del Moro,by Emilio Castelar Y Ripoli,New,£31.09
"Flower, Fruit And Thorn Pieces",by Jean Paul,New,£21.39
"Flower, Fruit And Thorn Pieces",by Jean Paul,New,£29.19
Dictionnaire raisonne de l'architecture francaise du XIe au XVIe siecle; Volume 3,by Viollet-Le-Duc Eugene-Emman 1814-1879,New,£33.99
Alice's Adventures Under Ground,by Lewis Carroll,New,£14.49
Alice's Adventures Under Ground,by Lewis Carroll,New,£25.19
Undine,by Friedrich Heinrich Kar La Motte-Fouque,New,£15.49
El Cocinero De Su Majestad,by Manuel Fernandez Y Gonzalez,New,£28.19
Sentimental Education,by Gustave Flaubert,New,£32.09
Nine Little Goslings,by Susan Coolidge,New,£20.39
The Homestead on the Hillside,by Anonymous,New,£29.19
Nine Little Goslings,by Susan Coolidge,New,£28.19
A Chariot of Fire,by Elizabeth Stuart Phelps,New,£13.59
Ellen Middleton,by Georgiana Fullerton,New,£21.39
Oliver Twist,by Charles Dickens,New,£20.39
The King of the Mountains,by Edmond About,New,£20.39
Oliver Twist,by Charles Dickens,New,£28.19
Ellen Middleton,by Georgiana Fullerton,New,£29.19
A Motkey,by John Galsworthy,New,£28.19
The Woman Who Toils,by Marie Van Vorst,New,£17.49
Tommy and Grizel,by J M Barrie,New,£33.99
